Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
1399       1.9318516526         0.5176380902         1.23e-32            
1400       1.9318516526         0.5176380902         1.23e-32            
1401       1.9318516526         0.5176380902         1.23e-32            
1402       1.9318516526         0.5176380902         1.23e-32            
1403       1.9318516526         0.5176380902         1.23e-32            
1404       1.9318516526         0.5176380902         1.23e-32            
1405       1.9318516526         0.5176380902         1.23e-32            
1406       1.9318516526         0.5176380902         1.23e-32            
1407       1.9318516526         0.5176380902         1.23e-32            
1408       1.9318516526         0.5176380902         1.23e-32            
1409       1.9318516526         0.5176380902         1.23e-32            
1410       1.9318516526         0.5176380902         1.23e-32            
1411       1.9318516526         0.5176380902         1.23e-32            
1412       1.9318516526         0.5176380902         1.23e-32            
1413       1.9318516526         0.5176380902         1.23e-32            
1414       1.9318516526         0.5176380902         1.23e-32            
1415       1.9318516526         0.5176380902         1.23e-32            
1416       1.9318516526         0.5176380902         1.23e-32            
1417       1.9318516526         0.5176380902         1.23e-32            
1418       1.9318516526         0.5176380902         1.23e-32            
1419       1.9318516526         0.5176380902         1.23e-32            
1420       1.9318516526         0.5176380902         1.23e-32            
1421       1.9318516526         0.5176380902         1.23e-32            
1422       1.9318516526         0.5176380902         1.23e-32            
1423       1.9318516526         0.5176380902         1.23e-32            
1424       1.9318516526         0.5176380902         1.23e-32            
1425       1.9318516526         0.5176380902         1.23e-32            
1426       1.9318516526         0.5176380902         1.23e-32            
1427       1.9318516526         0.5176380902         1.23e-32            
1428       1.9318516526         0.5176380902         1.23e-32            
1429       1.9318516526         0.5176380902         1.23e-32            
1430       1.9318516526         0.5176380902         1.23e-32            
1431       1.9318516526         0.5176380902         1.23e-32            
1432       1.9318516526         0.5176380902         1.23e-32            
1433       1.9318516526         0.5176380902         1.23e-32            
1434       1.9318516526         0.5176380902         1.23e-32            
1435       1.9318516526         0.5176380902         1.23e-32            
1436       1.9318516526         0.5176380902         1.23e-32            
1437       1.9318516526         0.5176380902         1.23e-32            
1438       1.9318516526         0.5176380902         1.23e-32            
1439       1.9318516526         0.5176380902         1.23e-32            
1440       1.9318516526         0.5176380902         1.23e-32            
1441       1.9318516526         0.5176380902         1.23e-32            
1442       1.9318516526         0.5176380902         1.23e-32            
1443       1.9318516526         0.5176380902         1.23e-32            
1444       1.9318516526         0.5176380902         1.23e-32            
1445       1.9318516526         0.5176380902         1.23e-32            
1446       1.9318516526         0.5176380902         1.23e-32            
1447       1.9318516526         0.5176380902         1.23e-32            
1448       1.9318516526         0.5176380902         1.23e-32            
1449       1.9318516526         0.5176380902         1.23e-32            
1450       1.9318516526         0.5176380902         1.23e-32            
1451       1.9318516526         0.5176380902         1.23e-32            
